"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 7, 2016 Monday 5:08 PM GMT",,"Prosecutors are probing allegations Vote Leave broke the LAW with 'misleading' claims about Brexit","397 words","MailOnline","NEWS",
"Clarisse Loughrey","November 3, 2016 Thursday 10:49 AM GMT",,"What is hygge? How the Danish lifestyle trend became a Word of the Year; Though 'Brexit' may have been declared Collins Dictionary's Word of the Year - the Danish lifestyle trend has also made a major splash in 2016","397 words","The Independent (United Kingdom)","NEWS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 2, 2016 Wednesday 11:34 AM GMT",,"People WILL be able to travel freely between the UK and Ireland after Brexit, Irish PM Enda Kenny signals","397 words","MailOnline","NEWS",
"Ben Chu","November 9, 2016 Wednesday 11:38 AM GMT",,"European Commission slashes UK 2017 growth forecast in half due to Brexit; The 1 per cent GDP forecastis worse than the latest projection from the Bank of England","395 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Joe Watts","November 8, 2016 Tuesday 7:56 PM GMT",,"High Court judges launch unprecedented legal action against embattled Justice Secretary Liz Truss; Ms Truss is already under pressure over her failure to defend the judiciary in a row about a Brexit legal ruling","395 words","The Independent (United Kingdom)","UK POLITICS",
"Gabriella Bennett","November 5, 2016 Saturday",,"House prices forecast to lag UK as Brexit effect hits home","395 words","The Times (London)","NEWS; Pg. 36",
"Jamie Doward","November 12, 2016 Saturday 9:09 PM GMT",,"Two-thirds of voters oppose a 'blind-date Brexit'; Poll comes as MPs and peers threaten to oppose leaving EU unless Theresa May releases details of deal sought","394 words","The Observer (London)","POLITICS",
"Rehema Figueiredo","November 6, 2016 Sunday 2:02 PM GMT",,"Farage warns of unprecedented 'political anger' if MPs defy Brexit vote","394 words","Express Online",,
"By Szu Ping Chan","November 13, 2016 Sunday 7:41 PM GMT",,"Businesses shrug off Brexit but workers feel the squeeze","393 words","telegraph.co.uk","BUSINESS",
"Darren Hunt","November 7, 2016 Monday 8:33 AM GMT",,"'Our votes counted for nothing' Fuming Katie Hopkins condemns Brexit court ruling","393 words","Express Online",,
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 6, 2016 Sunday 9:46 AM GMT",,"'You should be my biggest fan!' Gina Miller clashes with Nigel Farage on live TV over Brexit legal challenge as Ukip leader warns that defying the will of the people could trigger RIOTS","392 words","MailOnline","NEWS",
"Philip Johnston","November 5, 2016 Saturday",,"This case isn't just about the law, it goes to the heart of the constitution; Brexit turmoil","392 words","The Daily Telegraph (London)","NEWS; Pg. 6",
"Zoie O'Brien","November 3, 2016 Thursday 10:47 AM GMT",,"Government WILL appeal shock High Court ruling over Brexit","392 words","Express Online",,
"Reiss Smith","November 3, 2016 Thursday 10:00 AM GMT",,"What is the Royal Prerogative? Supreme Court Brexit case begins","392 words","Express Online",,
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 3, 2016 Thursday 2:20 PM GMT",,"No half Brexit! Furious Nigel Farage warns Parliament of 'public outrage' if MPs use Theresa May's shock High Court defeat to stall quitting the EU","392 words","MailOnline","NEWS",
"Sean O'Hagan","November 13, 2016 Sunday 9:30 AM GMT",,"Sir Elton John: 'I collect for the beauty, not the value. I'm in awe of these things'; As modernist prints from his collection go on show, the star talks homophobia, Brexit Britain and how photography became his second greatest passion · See our gallery of images from The Radical Eye, Elton John's exhibition at Tate Modern","3905 words","The Observer (London)","ART AND DESIGN",
"Rebecca Perring","November 3, 2016 Thursday 10:40 AM GMT",,"Gloating Remoaners hail Article 50 High Court ruling to block Brexit as REAL DEMOCRACY","390 words","Express Online",,
"Shaun Kitchener","November 8, 2016 Tuesday 9:43 AM GMT",,"Nigel Farage mistaken for LABOUR Brexit pioneer in awkward live gaffe on This Morning","389 words","Express Online",,
"Shaun Connolly","November 13, 2016 Sunday 8:51 AM GMT",,"Boris Johnson wins Cabinet tussle over country mansion dubbed 'Brexit Towers'","387 words","The Independent (United Kingdom)","UK POLITICS",
"By Jason Beattie","November 8, 2016 Tuesday 1:22 PM GMT",,"Scotland looks to join legal battle against Brexit; Nicola Sturgeon says Scottish interests must be heard when Supreme Court rules on the PM's Brexit timetable","387 words","mirror.co.uk","NEWS,UK NEWS",
"Joey Millar","November 7, 2016 Monday 10:10 AM GMT",,"Theresa May to bring cream of India's business crop as she announces Brexit trade deal","387 words","Express Online",,
"Zoe Efstathiou","November 4, 2016 Friday 12:09 AM GMT",,"Theresa May could call for a GENERAL ELECTION early next year in bid to honour Brexit","387 words","Express Online",,
"Tommy Stubbington","November 6, 2016 Sunday",,"Bosses upbeat as storm clouds gather; Employers expect strong quarter before Brexit bites, CBI reports","385 words","The Sunday Times (London)","BUSINESS; Pg. 2",
,"November 2, 2016 Wednesday 2:24 PM GMT",,"Brexit challenge to be ruled on by High Court judges TOMORROW","385 words","Express Online",,
"Alison Little","November 6, 2016 Sunday 9:25 AM GMT",,"May heralds 'huge post-Brexit opportunities' as she heads to India for trade talks with ar","384 words","Express Online",,
"Rob Merrick","November 3, 2016 Thursday 8:44 AM GMT",,"Germany's leading academics urge Angela Merkel to block Brexit; The German Council of Economic Experts says Britain has the most to lose - but calls for 'constructive negotiations to prevent an exit'","384 words","The Independent (United Kingdom)","UK POLITICS",
"JOHN RENTOUL","November 4, 2016 Friday",,"May would have won had she let MPs vote on Brexit","383 words","The Independent - Daily Edition","NEWS; Pg. 6",
"Ben Kentish","November 3, 2016 Thursday 11:14 AM GMT",,"Lord Thomas: the man who blocked Theresa May's Brexit; Lord Chief Justice of England and Wales leads panel that blocks Government plans to bypass Parliament","383 words","The Independent (United Kingdom)","HOME NEWS",
"QUENTIN LETTS FOR THE DAILY MAIL","November 3, 2016 Thursday 5:08 PM GMT",,"Duly pedantic but let down by the plot: QUENTIN LETTS finds a post-Brexit play about Enoch Powell less than convincing","383 words","MailOnline","TV&SHOWBIZ",
"By Christopher Hope, Chief Political Correspondent","November 6, 2016 Sunday 3:22 PM GMT",,"Theresa May could call general election if Parliament vote down start of Brexit talks, warns Jeremy Hunt","382 words","telegraph.co.uk","NEWS",
"TOM PECK","November 4, 2016 Friday",,"Is this High Court ruling really the end for Brexit?","382 words","The Independent - Daily Edition","COMMENT; Pg. 31",
"Tom Peck","November 3, 2016 Thursday 1:13 PM GMT",,"Is this High Court ruling really the end for Brexit?; MPs can now threaten to throw the referendum out. But Theresa Maycan threaten effectively to throw them out","382 words","The Independent (United Kingdom)","VOICES",
"Kalyeena Makortoff","November 3, 2016",,"Ratings agency will downgrade UK in bad Brexit; ECONOMY","381 words","i-Independent Print Ltd","NEWS; Pg. 39",
"Rob Virtue","November 5, 2016 Saturday 11:06 AM GMT",,"PACK IT IN CLEGG: Now Lib-Dem MP insists OYSTERS are under threat from Brexit","380 words","Express Online",,
"By Jason Beattie","November 4, 2016 Friday 8:40 AM GMT",,"The real enemies of Brexit: Mirror Politics morning briefing; Theresa May is scrambling to rescue her Brexit plans after the High Court ruling","380 words","mirror.co.uk","NEWS,UK NEWS",
"By Jillian Ambrose","November 2, 2016 Wednesday 11:31 AM GMT",,"Pro-Brexit Wetherspoons boss threatens to drop European drinks over EU 'bullying'","380 words","telegraph.co.uk","BUSINESS",
"Alexandra Sims","November 6, 2016 Sunday 5:19 PM GMT",,"Theresa May responds to media coverage of High Court Brexit ruling","38 words","The Independent (United Kingdom)","UK POLITICS",
"Rob Merrick","November 5, 2016",,"Frustrated pro-Brexit Tory MP quits with democracy dig at May; CONSERVATIVES","379 words","i-Independent Print Ltd","NEWS; Pg. 5",
"Greg Heffer, Political Reporter","November 4, 2016 Friday 9:55 AM GMT",,"PM tells Merkel and Juncker: Brexit timetable 'remains the same' despite High Court ruling","379 words","Express Online",,
"Matt Payton","November 2, 2016 Wednesday 6:51 PM GMT",,"Liam Fox won't be allowed to secure a pre-Brexit free-trade deal with Europe, leading MEP claims; 'Formally you cannot conclude or even negotiate the agreement that belongs to a third-country situation while you are still a member,' says Danuta Hübner","379 words","The Independent (United Kingdom)","UK POLITICS",
"NICK HARRIS FOR THE MAIL ON SUNDAY","November 12, 2016 Saturday 9:08 PM GMT",,"NBA players cock-a-hoop as bumper new TV deal and the impact of Brexit launch them up the sporting rich list","378 words","MailOnline","NBA",
"ALEXANDER ROBERTSON FOR MAILONLINE","November 4, 2016 Friday 10:34 AM GMT",,"'Cancer would be too good for her': Remainer Gina Miller is bombarded by vile abuse threatening death and rape after her High Court anti-Brexit victory","378 words","MailOnline","NEWS",
"Greg Heffer, Political Reporter","November 2, 2016 Wednesday 11:04 AM GMT",,"KEEPING BRITAIN STEADY: Chancellor to allow 'headroom' for spending boost during Brexit","377 words","Express Online",,
"Ajay Nair","November 11, 2016 Friday 4:00 PM GMT",,"Access to EU rights AFTER Brexit? MEP's Associate Citizenship for 'disappointed' Remainers","376 words","Express Online",,
"AMIE GORDON FOR MAILONLINE and PRESS ASSOCIATION","November 3, 2016 Thursday 8:45 PM GMT",,"So Brexit would be tough on our wallets would it George? Sacked Chancellor Osborne earns nearly £100,000 for giving just THREE speeches (that's £22,000 an hour)","376 words","MailOnline","NEWS",
"Rebecca Perring","November 7, 2016 Monday 3:50 PM GMT",,"Scotland's Brexit minister warns: SNP has 'triple mandate' to BLOCK leaving EU","375 words","Express Online",,
"DANIEL MARTIN, CHIEF POLITICAL CORRESPONDENT FOR THE DAILY MAIL","November 7, 2016 Monday 12:55 AM GMT",,"We could have an early election if Brexit is delayed, says Hunt but it is 'last thing' the Government wants","375 words","MailOnline","NEWS",
"David Maddox","November 6, 2016 Sunday 9:07 PM GMT",,"Nigel Farage fears Brexit judges are biased towards the EU","374 words","Express Online",,
"Rehema Figueiredo","November 8, 2016 Tuesday 4:11 PM GMT",,"BREAKING: Theresa May vows to trigger Brexit Article 50 in March despite High Court ruling","373 words","Express Online",,
"By Laura Hughes, Political Correspondent","November 4, 2016 Friday 7:50 AM GMT",,"Brexit by-election: Tory MP Stephen Phillips quits citing 'irreconcilable policy differences with the current Government' over Brexit","3721 words","telegraph.co.uk","NEWS",
"Patrick Christys","November 7, 2016 Monday 10:10 AM GMT",,"BREAKING: Article 50 draft bill ALREADY being written in bid to trigger fast-track Brexit","372 words","Express Online",,
"By Dan Bloom","November 3, 2016 Thursday 1:37 PM GMT",,"How did my MP vote in the EU referendum? Search by name or constituency after Brexit ruling; The High Court has ruled MPs must get a vote on Brexit. So where did they fall in the referendum? And which side was yours on?","371 words","mirror.co.uk","NEWS,UK NEWS",
,"November 5, 2016",,"BREXIT MESS; 7DAYS MATRIX","37 words","i-Independent Print Ltd","FEATURES; Pg. 30",
"Will Worley","November 5, 2016 Saturday 11:52 AM GMT",,"Bar Council calls on Liz Truss to condemn 'serious and unjustified attacks on the judiciary' after Brexit ruling; 'A strong independent judiciary is essential to a functioning democracy and to upholding the rule of law'","369 words","The Independent (United Kingdom)","HOME NEWS",
"By Dan Bloom","November 3, 2016 Thursday 1:11 PM GMT",,"Here's what Theresa May used to think about giving MPs a vote on the EU; The Prime Minister thinks she can ignore her own MPs despite a High Court Brexit ruling. But she didn't always think this way...","369 words","mirror.co.uk","NEWS,UK NEWS",
"Zlata Rodionova","November 2, 2016 Wednesday 11:49 AM GMT",,"Brexit: Wetherspoons boss who campaigned for Leave threatens to stop selling European drinks because of 'EU bullying'; Martin accused the European Commission president of putting EU businesses at risk by telling them not to negotiate with UK companies","368 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Tom Knowles","November 12, 2016 Saturday",,"Construction industry puts Brexit shock in the past","367 words","The Times (London)","BUSINESS; Pg. 65",
"Jonn Elledge IN THE MIDWEST","November 3, 2016",,"Trump may be 'Mr Brexit' - just look at his voters; Analysis","367 words","i-Independent Print Ltd","FEATURES; Pg. 9",
"Sean Farrell","November 7, 2016 Monday 9:34 AM GMT",,"Ryanair boss says air fares will fall up to 15% this winter; Michael O'Leary says more competition is driving cheaper fares but claims UK government's lack of a Brexit strategy is affecting airline","366 words","The Guardian","BUSINESS",
"LORD HENRY","November 5, 2016 Saturday",,"Kenny not get handle on Brexit?","366 words","Daily Mirror","NEWS; Pg. 18",
"Charles Ward","November 3, 2016 Thursday 1:56 AM GMT",,"Nigel Farage wins lifetime achievement award for Brexit role at Parliamentarian ceremony","366 words","Express Online",,
"Peter Foster","November 2, 2016 Wednesday",,"Hard Brexit is a threat to Ulster peace process, Irish warn","364 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"By Tara Cunningham, Business Reporter","November 8, 2016 Tuesday 8:50 AM GMT",,"Global stock markets braced for US election results - but investors remain cautious as Brexit vote memories 'still fresh'","3618 words","telegraph.co.uk","BUSINESS",
"Lucy Pasha-Robinson","November 13, 2016 Sunday 2:26 PM GMT",,"Brexit: Third of British voters support deal unconditionally, poll finds; 'Theresa May is wrong if she thinks she has public support for a blind-date Brexit'","361 words","The Independent (United Kingdom)","HOME NEWS",
