"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"By Laura Hughes, Political Correspondent","October 26, 2016 Wednesday 5:09 PM GMT",,"Michael Gove and other senior Leave campaigners elected to sit on powerful new Brexit committee","400 words","telegraph.co.uk","NEWS",
"Fraser Moore","October 27, 2016 Thursday 11:03 PM GMT",,"We need a HARD BREXIT: JCB boss brands EU's single market 'HARMFUL for British business'","399 words","Express Online",,
"Joe Watts","October 27, 2016 Thursday 3:06 PM GMT",,"John McDonnell says migrants not to blame for low pay in the UK; The shadow chancellor's words may put him at odds with shadow Brexit secretary Sir Keir Starmer","399 words","The Independent (United Kingdom)","UK POLITICS",
"ZLATA RODIONOVA","October 25, 2016 Tuesday",,"Property investors hope to capitalise on looming post-Brexit bank exodus","399 words","The Independent - Daily Edition","BUSINESS; Pg. 54",
"By Peter Dominiczak, Political Editor","October 26, 2016 Wednesday 12:08 AM GMT",,"Theresa May warned companies could leave the UK after a Brexit vote in leaked pre-referendum recording","398 words","telegraph.co.uk","NEWS",
"BY SIMON WATKINS","October 30, 2016 Sunday",,"ANOTHER STUMBLE ON THE BREXIT ROAD","397 words","MAIL ON SUNDAY (London)",,
"JOE WATTS POLITICAL EDITOR","October 29, 2016 Saturday",,"Brexit legal challenge in Northern Ireland dismissed","397 words","The Independent - Daily Edition","NEWS; Pg. 8",
"By Laura Hughes, Political Correspondent","October 25, 2016 Tuesday 11:49 AM GMT",,"Tory MP calls for 'IndependenceDay' Brexit bank holiday","397 words","telegraph.co.uk","NEWS",
"Lana Clements","October 21, 2016 Friday 1:44 PM GMT",,"Britain's borrowing at lowest level since 2008 as Brexit boom continues","397 words","Express Online",,
"Fraser Moore","October 23, 2016 Sunday 12:01 AM GMT",,"Bullying banks threaten to pull cash out of Britain before Brexit negotiations even begin","395 words","Express Online",,
"SIMON WATKINS, FINANCIAL MAIL ON SUNDAY","October 29, 2016 Saturday 6:27 PM GMT",,"Mark Carney is a man under fire, but his departure would trigger another stumble on the Brexit road, says SIMON WATKINS","394 words","MailOnline","COMMENT",
"CAROLINE MORTIMER","October 24, 2016 Monday",,"'Stop Brexit' party would beat Labour in a general election, according to poll","394 words","The Independent - Daily Edition","NEWS; Pg. 9",
"SOCIETY Elliott Goat","October 27, 2016",,"The Brexit generation must have a voice","393 words","i-Independent Print Ltd","NEWS; Pg. 18",
"By Jason Beattie","October 26, 2016 Wednesday 12:49 PM GMT",,"Who won PMQs? Theresa May stalls for time against a cunning Jeremy Corbyn; Theresa May had an uncomfortable Prime Minister's questions when challenged by Jeremy Corbyn on Brexit","393 words","mirror.co.uk","NEWS,UK NEWS",
"BY SABAH MEDDINGS","November 1, 2016 Tuesday",,"ARCH BREXIT CRITIC GETS A £460M LIFT FROM FALL OF POUND","392 words","DAILY MAIL (London)",,
"Harry Cockburn","November 1, 2016 Tuesday 11:17 PM GMT",,"Brexit: Nissan deal 'won't persuade other companies to invest in UK'; Investment will decline in the wake of the referendum result, warns man who brought Nissan to Britain","392 words","The Independent (United Kingdom)","BUSINESS NEWS",
"By Javier Espinoza, Education Editor","October 21, 2016 Friday 11:02 PM GMT",,"Outgoing vice-chancellor tells universities: Brexit is 'the catalyst we all need'","392 words","telegraph.co.uk","EDUCATION",
"ED CARTY","October 26, 2016 Wednesday",,"'Brit borders plan just unbelievable'; AHERN WARNS OF BREXIT FALLOUT ; WESTMINSTER TOLD:","391 words","The Sun (England)","NEWS; Pg. 2",
"By Tara Cunningham, Business Reporter","October 20, 2016 Thursday 7:43 AM GMT",,"FTSE 100 slides but UK retail salesenjoy best quarter since 2014 after Brexit vote","3908 words","telegraph.co.uk","BUSINESS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","October 21, 2016 Friday 1:07 PM GMT",,"Mais non! EU's Brexit chief risks fury by signalling he wants to carry out negotiations in FRENCH","390 words","MailOnline","NEWS",
"Mark Sweney","October 27, 2016 Thursday 6:30 AM GMT",,"O2's possible IPO 'depends on weakening state of UK economy'; Spanish owner of mobile phone company wary of impact Brexit may be having on the British economy","389 words","The Guardian","BUSINESS",
"Jon Rogers","October 24, 2016 Monday 2:50 PM GMT",,"'Frustrated' Sturgeon hits back at May after 'frank' Brexit meeting","389 words","Express Online",,
"MARK JEFFERIES","November 1, 2016 Tuesday",,"It is easy to be tolerant of minorities ..until they're the majority; STUNNING NATURE SERIES RETURNS TO OUR SCREENS ; Attenborough's fears over Brexit","388 words","Daily Mirror","NEWS; Pg. 24,25",
"Joe Watts","October 27, 2016 Thursday 12:39 PM GMT",,"Brexit: Number 10 slaps down minister who admitted price rises are hitting consumers; It is the second time in two days that Mark Garnier has found himself on the wrong side of Theresa May","388 words","The Independent (United Kingdom)","UK POLITICS",
"Ben Chapman","October 20, 2016 Thursday 10:09 AM GMT",,"Brexit: Nestle hints at price rises after pound value crash; Maker of KitKat, Nescafe and dozens more household brands is 'considering all options' to cope with the currency's 18% fall","388 words","The Independent (United Kingdom)","NEWS",
"Joe Watts","October 27, 2016 Thursday 12:39 PM GMT",,"Brexit: Number 10 slaps down minister who admitted price rises are hitting consumers; It is the second time in two days that Mark Garnier has found himself on the wrong side of Theresa May","387 words","The Independent (United Kingdom)","UK POLITICS",
"Zlata Rodionova","October 31, 2016 Monday 11:27 AM GMT",,"France 'to appoint Brexit team to lure British banks away from UK after EU withdrawal'; Paris finance district this monthunveiled an advertising campaign with the slogan: 'Tired of the fog,Try the Frogs!'","386 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Jon Stone","October 26, 2016 Wednesday 5:13 PM GMT",,"Brussels will dictate what we can tell British Parliament about Brexit negotiations, ministers say; David Jones said he would have to wait for European Counci guidelines on the matter","385 words","The Independent (United Kingdom)","UK POLITICS",
"By Alice Vincent","October 25, 2016 Tuesday 8:54 AM GMT",,"Morrissey: 'Brexit was magnificent'","384 words","telegraph.co.uk","MUSIC",
"DAVID YOUNG","October 24, 2016 Monday",,"MARTIN: UK'S SHAMBOLIC BREXIT DAMAGING IRELAND; Call for EU aid to support economy","384 words","Daily Mirror","NEWS; Pg. 8",
"Patrick Christys","October 20, 2016 Thursday 7:50 PM GMT",,"May warns she will IGNORE any EU Brexit decisions taken behind Britain's back","384 words","Express Online",,
"Ben Chu","November 1, 2016 Tuesday 9:52 AM GMT",,"Brexit latest: Manufacturing price input costs hit 69-month high; The factory input prices index was the highest since 2010 and the fourth-highest reading since the survey began in 1992","383 words","The Independent (United Kingdom)","BUSINESS NEWS",
"By Laura Hughes, Political Correspondent","October 28, 2016 Friday 6:55 AM GMT",,"Minister convinced Nissan to keep building in UK with written promise it would not lose out post-Brexit","383 words","telegraph.co.uk","NEWS",
"JAMES DUNN FOR MAILONLINE","October 25, 2016 Tuesday 10:52 PM GMT",,"'Companies will quit Britain if we vote to leave the EU': Leaked tape from before the referendum reveals what Theresa May really thinks of Brexit","383 words","MailOnline","NEWS",
"Jon Stone","October 25, 2016 Tuesday 1:50 PM GMT",,"EU could push politically motivated Brexit deal, Chancellor Philip Hammond warns","382 words","The Independent (United Kingdom)","UK POLITICS",
"Peter Dominiczak ; Steven Swinford","October 28, 2016 Friday",,"Brexit tariffs a 'price worth paying' says head of JCB; 'Secret' deal with Nissan denied","381 words","The Daily Telegraph (London)","NEWS; Pg. 1,2",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","October 27, 2016 Thursday 8:47 AM GMT",,"Food prices WILL start to rise due to Brexit and there's nothing we can do about it, minister admits","381 words","MailOnline","NEWS",
"Esther Addley","October 26, 2016 Wednesday 3:27 PM GMT",,"Corbyn compares May to Baldrick for 'cunning plan to have no plan'; Labour leader suggests PM's approach to Brexit is similar to that of Blackadder's long-suffering sidekick","381 words","The Guardian","POLITICS",
"PADDY DINHAM FOR MAILONLINE","October 22, 2016 Saturday 11:58 PM GMT",,"Britain's biggest banks 'will start relocating out of London early next year' amid growing fears of hard Brexit","381 words","MailOnline","NEWS",
"ANDREW GRIFFIN","October 29, 2016 Saturday",,"Apple's new MacBook costs £500 more due to Brexit","380 words","The Independent - Daily Edition","BUSINESS; Pg. 36",
"Lana Clements","October 27, 2016 Thursday 4:42 PM GMT",,"Home buyer confidence at pre-Brexit levels, say estate agents","380 words","Express Online",,
"Zlata Rodionova","October 21, 2016 Friday 12:06 PM GMT",,"Brexit latest: Nissan to make Sunderland plant investment decision 'next month'; Paul Watson, the leader of Sunderland council, said people are worried about how Nissan's recent threat to scrap a potential new investment might affect them","378 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Tommy Stubbington","October 30, 2016 Sunday",,"Struggling sectors blame Brexit for profit warnings","377 words","The Sunday Times (London)","BUSINESS; Pg. 2",
"Lana Clements","October 27, 2016 Thursday 8:49 AM GMT",,"Barclays profits rise by BUMPER 35 per cent after Brexit vote","377 words","Express Online",,
"Zlata Rodionova","October 24, 2016 Monday 3:55 PM GMT",,"Microsoft to raise prices after post-Brexit pound slump; The value of sterling against the dollar has fallen by about 18 per cent since the UK voted to leave the EU in June","377 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Charlie Bayliss","October 23, 2016 Sunday 11:53 PM GMT",,"Remoaner Hilary Benn orders Theresa May to give MPs 'MORE power' on Brexit deal","377 words","Express Online",,
,"October 23, 2016 Sunday",,"No 10 spin chief's romantic blunder; Brexit and betrayal","377 words","The Sunday Times (London)","NEWS; Pg. 1,4",
"Harry Wilson","October 25, 2016 Tuesday",,"Banking expert to take key Brexit role","376 words","The Times (London)","BUSINESS; Pg. 44",
"By Marion Dakers, Financial services editor","October 24, 2016 Monday 10:56 AM GMT",,"Treasury promotes Brexit mandarin Katharine Braddick to negotiate for the finance industry","376 words","telegraph.co.uk","BUSINESS",
"By Michael Deacon, Parliamentary Sketchwriter","October 27, 2016 Thursday 12:29 PM GMT",,"Labour's John McDonnell mixes up 'Brexit' and 'breakfast'... THREE times in the same speech","375 words","telegraph.co.uk","NEWS",
"Marc Horne","October 31, 2016 Monday",,"Brexit and pound's fall fatten up price of shortbread","374 words","The Times (London)","NEWS; Pg. 4",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","October 31, 2016 Monday 2:41 PM GMT",,"Remain backer Sir Martin Sorrell's advertising firm scores huge windfall from fall in Pound after Brexit vote","373 words","MailOnline","NEWS",
"ZLATA RODIONOVA","November 1, 2016 Tuesday",,"WPP warns 'Brexit anxiety' starts as UK business slows","372 words","The Independent - Daily Edition","BUSINESS; Pg. 47",
"Ben Chapman","October 26, 2016 Wednesday 8:12 AM GMT",,"Brexit: Thousands of Vauxhall of jobs at risk as owner General Motors takes $400m loss from pound value crash; US car giant prepared to 'take whatever action is necessary' after taking $400m hit from the pound's value crash","372 words","The Independent (United Kingdom)","BUSINESS NEWS",
"By Tara Cunningham, Business Reporter","October 27, 2016 Thursday 8:00 AM GMT",,"Pound spikes as data shows UK economy grew by 0.5pc after Brexit vote","3708 words","telegraph.co.uk","BUSINESS",
"Harriet Agerholm","October 27, 2016 Thursday 11:13 PM GMT",,"Brexit: What would make Leave voters change their minds?; Rise in unemployment would convince the most Leave voters the UK should stay in the EU","370 words","The Independent (United Kingdom)","UK POLITICS",
"Marianna Aragao","October 31, 2016 Monday 11:38 AM GMT",,"Pound sterling is the worst performing currency in the world this month thanks to Brexit; Last, behind 150 peers, including the Romanian Leu and Colombian Peso","369 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Ben Chapman","October 26, 2016 Wednesday 4:25 PM GMT",,"UK salaries less than they were 12 years ago, official figures reveal; And the gender pay gap remains stubbornly wide; experts warn inflation caused by Brexit will keep real wages low","369 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Lana Clements","October 24, 2016 Monday 4:37 PM GMT",,"Buy-to-let continues to boom after Brexit, figures show","369 words","Express Online",,
"By Richard Evans","October 24, 2016 Monday 12:43 PM GMT",,"Brexit offers the chance to send the boiler-room salesmen and their schemes packing","368 words","telegraph.co.uk","INVESTING",
"JOE WATTS POLITICAL EDITOR","October 28, 2016 Friday",,"No 10 slaps down minister who admits Brexit price rises are hitting consumers","367 words","The Independent - Daily Edition","NEWS; Pg. 12",
"May Bulman","October 31, 2016 Monday 6:01 PM GMT",,"Mark Carney to stay as Governor of Bank of England to help 'secure an orderly transition' into Brexit; But he is not taking up the option of three more years, despite a vote of confidence from Theresa May","366 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Cyrus Engineer","October 27, 2016 Thursday 12:50 PM GMT",,"'No plan WHATSOEVER' Shameless Sturgeon condemns May and Tories for failures over Brexit","366 words","Express Online",,
"Ben Chu","October 24, 2016 Monday 4:17 PM GMT",,"Brexit latest: Manufacturing orders disappoint in October; The total order book balance was -17 in the month according to the CBI's latest survey, down from -5 in September","364 words","The Independent (United Kingdom)","BUSINESS NEWS",
"BY TIM LAMDEN","November 1, 2016 Tuesday",,"ATTENBOROUGH: WE SHOULDN'T HAVE HAD BREXIT POLL - VOTERS AREN'T WISE ENOUGH","363 words","DAILY MAIL (London)",,
"Marianna Aragao","October 31, 2016 Monday 11:38 AM GMT",,"Pound is the worst performing currency in the world this month thanks to Brexit; Last, behind 150 peers, including the Romanian Leu and Colombian Peso","363 words","The Independent (United Kingdom)","BUSINESS NEWS",
