"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Telegraph Reporter","November 25, 2016 Friday",,"Sturgeon says Scotland is paying 'true cost of Brexit'; Autumn Statement 2016","570 words","The Daily Telegraph (London)","NEWS; Pg. 6,7",
"Greg Heffer, Political Reporter","November 25, 2016 Friday 4:15 PM GMT",,"Irish PM claims full Brexit 'IMPOSSIBLE' in 2 years & even interim deal might take longer","570 words","Express Online",,
"Rob Merrick","November 16, 2016 Wednesday 11:44 AM GMT",,"Brexit will not be a pain free 'quickie divorce' by 2019, parliamentary inquiry hears; A former permanent secretary at the Foreign Office dismisses Michael Gove's ambition - saying 'I do not think it's likely to be an attainable one'","570 words","The Independent (United Kingdom)","UK POLITICS",
"BEN CHU ECONOMICS EDITOR","November 15, 2016 Tuesday",,"Borrowing costs at highest level since Brexit vote","570 words","The Independent - Daily Edition","BUSINESS; Pg. 66",
"ISOBEL FRODSHAM FOR MAILONLINE","November 23, 2016 Wednesday 9:33 PM GMT",,"You're spoiling us Mr Ambassador! Nigel Farage rehearses for job as link-man to Trump's US as he hands out Ferrero Rocher chocolates at Ritz party to celebrate Brexit victory","571 words","MailOnline","NEWS",
"Ashley Cowburn","November 15, 2016 Tuesday 1:54 PM GMT",,"Downing Street attacks Deloitte after 'no Brexit plan' government memo leaked; 'It hasn't been distributed widely across Government so it does seem like a firm touting for business now aided by the media'","571 words","The Independent (United Kingdom)","UK POLITICS",
"Lizzie Stromme","November 20, 2016 Sunday 10:41 AM GMT",,"DROP Brexit vote challenge so Government can TRIGGER Article 50 NOW, Nicky Morgan urges PM","573 words","Express Online",,
"Rowena Mason and Jessica Elgot","November 15, 2016 Tuesday 12:32 AM GMT",,"Leaked Brexit memo: no single plan and Whitehall is struggling to cope; Leaked Cabinet Office document reportedly says departments are overwhelmed with work related to leaving EU and ministers are split on strategy","573 words","The Guardian","POLITICS",
"Charlotte England","November 15, 2016 Tuesday 9:35 AM GMT",,"Brexit: Britons could be charged to visit Europe after EU withdrawal; US-style scheme for visa free travelcould come witha charge for online pre-screening","573 words","The Independent (United Kingdom)","HOME NEWS",
"Henry Zeffman","November 15, 2016 Tuesday",,"Don't let Brexit ruin Britishness, says carmaker to James Bond","573 words","The Times (London)","NEWS; Pg. 23",
,"November 14, 2016 Monday 8:44 AM GMT",,"'Biased' Chuka Umunna slammed for warning of billion pound cost of 'hard' Brexit on Sky","574 words","Express Online",,
"Rob Merrick","November 25, 2016 Friday 8:32 PM GMT",,"Nick Clegg says Richmond Park by-election could stop hard Brexit; Just as the poll tax was axed, former LibDemleader says the result could be a political turning point - forcing Theresa May to change course dramatically on Brexit","575 words","The Independent (United Kingdom)","UK POLITICS",
"Jill Treanor","November 23, 2016 Wednesday 12:17 PM GMT",,"Brexit vote and Trump's election have created risks for banks, says S&P; Leading ratings agency warns that US president-elect's policies represent a 'wildcard' that could affect financial sector","575 words","The Guardian","BUSINESS",
"Will Kirby","November 22, 2016 Tuesday 2:57 AM GMT",,"European Union's Brexit negotiator threatens David Davis with 'HELL of a conversation'","575 words","Express Online",,
"Neil Johnston","November 21, 2016 Monday",,"Most bosses are unprepared for impact of Brexit","577 words","The Times (London)","BUSINESS; Pg. 44",
"PHILIP HAMMOND","November 20, 2016 Sunday",,"How we will get match-fit for Brexit; SUNDAY ISSUE the CHANCELLOR ON UK'S MISSION AHEAD OF AUTUMN STATEMENT","577 words","The Sun (England)","Pg. 14",
"Alison Little","November 14, 2016 Monday 5:25 PM GMT",,"Brexit Britain has 'the chance for MASSIVE manufacturing expansion with free trade zones'","577 words","Express Online",,
"Rob Merrick","November 16, 2016 Wednesday 1:16 PM GMT",,"Theresa May faces growing anger over Brexit secrecy as Boris Johnson appears to leak key detail; Labour and the SNP gang up to demand the Prime Minister stop keeping the public in the dark about membership of the EU's customs union","578 words","The Independent (United Kingdom)","UK POLITICS",
"Ben Kentish","November 17, 2016 Thursday 6:12 PM GMT",,"Liberal Democrats 'could force Theresa May to reveal Brexit plans'; Former leader Sir Menzies Campbell among group of peers that will seek to amend Brexit bill to force Prime Minister's hand","579 words","The Independent (United Kingdom)","UK POLITICS",
,"November 14, 2016 Monday",,"Bosses want Brexit action","58 words","Daily Mirror","NEWS; Pg. 2",
"Rob Hastings","November 21, 2016",,"Hammond's Brexit Budget will stick to austerity due to 'eye-watering debt'; COVER STORY","580 words","i-Independent Print Ltd","NEWS; Pg. 4",
"Simon Johnson ; Auslan Cramb","November 19, 2016 Saturday",,"Sturgeon's chance to veto Brexit; Devolved administrations given role in Supreme Court case","580 words","The Daily Telegraph (London)","NEWS; Pg. 1,4,5",
"By Harry Yorke","November 17, 2016 Thursday 12:49 PM GMT",,"Royal Mail blames Brexit for fall in letter deliveries","580 words","telegraph.co.uk","BUSINESS",
"Jon Henley European affairs correspondent","November 16, 2016 Wednesday 12:27 PM GMT",,"Is Angela Merkel willing to compromise on free movement?; Yes, say pro-Brexit newspapers. But they seem to have misinterpreted remarks by the German chancellor about restricting benefits for EU migrants","580 words","The Guardian","POLITICS",
"Allister Hagger","November 15, 2016 Tuesday 5:10 PM GMT",,"Barack Obama attacks Brexit and Donald Trump voters for trying to 'shake things up'","580 words","Express Online",,
"By Stephen Jones","November 23, 2016 Wednesday 1:00 PM GMT",,"Brexit will dramatically hit economy over next five years, Chancellor Philip Hammond reveals in Autumn Statement; The Office for Budget Responsibility's revised figures estimate that it will cost 2.4% of GDP over five years - and growth in 2017 is set to be 0.8% lower than previously estimated","582 words","mirror.co.uk","NEWS,UK NEWS",
"Rehema Figueiredo","November 16, 2016 Wednesday 11:29 AM GMT",,"PMQs: We DO have a plan - Theresa May hits back at Corbyn bluster on leaked Brexit memo","582 words","Express Online",,
"Rebecca Perring","November 15, 2016 Tuesday 12:01 AM GMT",,"Even Nicola Sturgeon's own advisors have told her Brexit demands are MEANINGLESS","582 words","Express Online",,
"Lizzie Stromme","November 24, 2016 Thursday 2:57 PM GMT",,"'No - it was a UK referendum' SNP MP taken apart on Daily Politics over Brexit grumbling","584 words","Express Online",,
"Oliver Wright; Henry Zeffman; Sam Coates","November 17, 2016 Thursday",,"Brexit 'too much for the civil service'","584 words","The Times (London)","NEWS; Pg. 9",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 14, 2016 Monday 1:24 PM GMT",,"'You're making a big mistake!' Labour's sister party in Germany calls on Jeremy Corbyn to BLOCK Brexit in parliamentary vote","584 words","MailOnline","NEWS",
"ASSOCIATED PRESS and CHRIS SUMMERS FOR MAILONLINE","November 14, 2016 Monday 10:00 AM GMT",,"German government backs MP who compared Donald Trump to a 'hate preacher' and declared Brexit supporters 'fear-mongers' as the country's next president","584 words","MailOnline","NEWS",
"Macer Hall","November 15, 2016 Tuesday 12:00 AM GMT",,"Supreme Court judge on Brexit appeal causes FURY for claiming there are 'difficult' issues","586 words","Express Online",,
"By Dan Bloom","November 15, 2016 Tuesday 7:29 AM GMT",,"Tories have NO plan for Brexit, leaked memo reveals; The paper criticises the PM and claims struggling Whitehall may need 30,000 more civil servants. The government distanced itself from the claims","586 words","mirror.co.uk","NEWS,UK NEWS",
"Tom Peck","November 23, 2016 Wednesday 4:24 PM GMT",,"Autumn Statement: The cost of Brexit? £12,643.68 per vote; The rabbit came out of the hat, but it was dead","587 words","The Independent (United Kingdom)","UK POLITICS",
"Phillip Inman Economics correspondent","November 22, 2016 Tuesday 7:00 AM GMT",,"Brexit vote 'wiped $1.5tn off UK household wealth'; Oxfam criticises rising inequality as Credit Suisse finds top 1% of richest Britons own 24% of nation's assets","587 words","The Guardian","BUSINESS",
"By Laura Hughes, Political Correspondent","November 25, 2016 Friday 1:01 PM GMT",,"Germany needs post-Brexit trade deal with Britain to minimise own economy fallout, minister warns","589 words","telegraph.co.uk","NEWS",
"James Moore","November 14, 2016 Monday 12:21 PM GMT",,"Black Friday: Why this year's deals really won't be repeated; Retailers are able to hold their pre Brexit prices, in part because a lot of stock was already bought in prior to the pound's tumble","589 words","The Independent (United Kingdom)","BUSINESS COMMENT",
"Jon Rogers","November 25, 2016 Friday 8:29 AM GMT",,"'Tyranny of majority must NOT dictate EU exit terms', John Major's furious blast at Brexit","590 words","Express Online",,
"Oliver Wright; Henry Zeffman; Dominic Maxwell","November 24, 2016 Thursday",,"Watchdog wrong on cost of Brexit, Tory MPs insist","590 words","The Times (London)","NEWS; Pg. 13",
"ROB MERRICK DEPUTY POLITICAL EDITOR","November 23, 2016 Wednesday",,"Brexit Secretary 'has no idea what Brexit means', German MEP says","590 words","The Independent - Daily Edition","NEWS; Pg. 10",
"Peter Walker","November 15, 2016 Tuesday 10:30 PM GMT",,"Brexit camp tried to toxify debate before referendum, MPs hear; Campaigners accuse Boris Johnson and Arron Banks of fuelling rise in hate crimes by stoking tensions over immigration","590 words","The Guardian","POLITICS",
"Patrick Wintour Diplomatic editor","November 21, 2016 Monday 11:42 PM GMT",,"Sir Richard Branson funding new campaign group fighting Brexit; Branson partially funding group led by former Labour social mobility tsar Alan Milburn which aims to reverse referendum","591 words","The Guardian","POLITICS",
"Nick Gutteridge","November 24, 2016 Thursday 11:22 AM GMT",,"Raging Ukip MP blasts Remoaners for blaming gloomy economy on Brexit voters","592 words","Express Online",,
"DAILY MAIL COMMENT","November 24, 2016 Thursday 1:47 AM GMT",,"DAILY MAIL COMMENT: So much for George Osborne's emergency post-Brexit Budget","592 words","MailOnline","RIGHTMINDS",
"Lizzie Stromme","November 18, 2016 Friday 2:16 PM GMT",,"'Brexit, Trump Presidency... more to come' Merkel's worldview is OVER, Farage vows","592 words","Express Online",,
"DAVID DAWKINS FOR MAILONLINE INDIA and AFP","November 24, 2016 Thursday 6:32 PM GMT",,"After promising to make a 'Titanic success' of Brexit, Boris tells India and Pakistan to become a 'boom-zone' the day after explosive Indian artillery fire kills 10 people in Kashmir","595 words","MailOnline","INDIANEWS",
"Alix Culbertson","November 18, 2016 Friday 8:09 AM GMT",,"Britain WILL pay: Germany issues NASTY Brexit threat as UK faces years of EU payments","596 words","Express Online",,
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 15, 2016 Tuesday 8:33 AM GMT",,"Revealed: There's NO plan for Brexit because Cabinet is split on Theresa May's negotiating strategy","596 words","MailOnline","NEWS",
"Peter Dominiczak ; Laura Hughes","November 21, 2016 Monday",,"MPs condemn Hammond's 'negativity' over Brexit; Chancellor's view that economy is likely to suffer in coming years provokes anger from fellow Tories","597 words","The Daily Telegraph (London)","NEWS; Pg. 4",
,"November 20, 2016",,"'Drop court fight over Brexit': [...]","6 words","Sunday Express","NEWS; Pg. 7",
"By Jason Beattie","November 23, 2016 Wednesday 2:07 PM GMT",,"5 things we learned from Philip Hammond's Autumn Statement; The Chancellor used his Autumn Statement to paint a grim picture of a country post Brexit","600 words","mirror.co.uk","NEWS,UK NEWS",
,"November 19, 2016 Saturday",,"Brexit and the free movement of labour; Letters to the Editor","602 words","The Times (London)","LETTERS; Pg. 28",
"Bruno Waterfield; Catherine Philp","November 23, 2016 Wednesday",,"Europeans round on top Brexit ministers; Johnson labelled arrogant and Davis scorned Brexit","603 words","The Times (London)","NEWS; Pg. 1,2",
"Gwyn Topham Transport correspondent","November 22, 2016 Tuesday 3:35 PM GMT",,"Brexit deadlock could halt flights to Europe, warns Ryanair boss; Michael O'Leary attacks British ministers over their 'mildly lunatic optimism' and acting 'like Dad's Army' in EU talks","603 words","The Guardian","BUSINESS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 17, 2016 Thursday 2:05 PM GMT",,"Ukip group is accused of wrongly splurging 500,000 euros of EU cash to fight for Westminster seats and boost its Brexit battle","604 words","MailOnline","NEWS",
"By Ian Botham","November 16, 2016 Wednesday 10:27 PM GMT",,"Ian Botham calls on the government to trigger Brexit NOW: 'We voted Leave - lets get on with it'; The cricket legend is calling on the government to hurry up and trigger Article 50 and the UK's exit from the European Union","604 words","mirror.co.uk","NEWS,UK NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 15, 2016 Tuesday 10:06 AM GMT",,"Inflation FALLS to 0.9% defying predictions that post-Brexit slump in Pound would drive prices UP and making an interest rate rise less likely","604 words","MailOnline","NEWS",
"Vincent Wood","November 22, 2016 Tuesday 8:40 PM GMT",,"Mike Hookem savages Eurocrats over EU Army that will 'KILL free speech and STOP Brexit'","605 words","Express Online",,
"Jon Stone","November 19, 2016 Saturday 2:22 PM GMT",,"Sixty Tory MPs demand Theresa May commits Britain to a Hard Brexit; The MPs want the UK to leave the single market and customs union","605 words","The Independent (United Kingdom)","UK POLITICS",
